Age,EdLevel,YearsCode,Country,Currency,LanguageHaveWorkedWith,Industry,OrgSize
45-54,Master’s degree,30,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;MicroPython;Python;Ruby;SQL,"Internet, Telecomm or Information Services","10,000 or more employees"
35-44,Bachelor’s degree,15,Canada,CAD	Canadian dollar,Elixir;HTML/CSS;JavaScript;Kotlin;Python;Scala;SQL,Software Development,"1,000 to 4,999 employees"
25-34,Master’s degree,10,Germany,EUR European Euro,Bash/Shell (all shells);Java;Python;R;Rust,Higher Education,10 to 19 employees
35-44,Master’s degree,22,Netherlands,EUR European Euro,C#;C++;Java;JavaScript;Kotlin;PHP;TypeScript,"Transportation, or Supply Chain","10,000 or more employees"
35-44,Bachelor’s degree,15,Canada,CAD	Canadian dollar,PHP;SQL,Software Development,10 to 19 employees
35-44,Professional degree,22,Germany,EUR European Euro,Bash/Shell (all shells);Python,Fintech,20 to 99 employees
25-34,Bachelor’s degree,16,Serbia,EUR European Euro,Swift,Software Development,500 to 999 employees
25-34,Bachelor’s degree,11,USA,USD	United States dollar,HTML/CSS;JavaScript;Python,Energy,2 to 9 employees
35-44,Master’s degree,14,Russian Federation,RUB	Russian ruble,Java;Kotlin;SQL,Fintech,100 to 499 employees
25-34,Attended college but no degree,7,Spain,EUR European Euro,TypeScript,Software Development,20 to 99 employees
25-34,Bachelor’s degree,10,Lebanon,USD	United States dollar,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,Software Development,20 to 99 employees
35-44,Bachelor’s degree,12,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,"Transportation, or Supply Chain","10,000 or more employees"
35-44,Professional degree,10,Armenia,AMD	Armenian dram,Java;Kotlin;Python;Rust;Scala;SQL,Media & Advertising Services,100 to 499 employees
25-34,Master’s degree,10,USA,USD	United States dollar,C;C++;HTML/CSS;Java;JavaScript;Python,Banking/Financial Services,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,6,Pakistan,PKR	Pakistani rupee,C#;Java;JavaScript;Python,Software Development,500 to 999 employees
45-54,Bachelor’s degree,29,USA,USD	United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Manufacturing,"10,000 or more employees"
25-34,Associate degree,4,USA,USD	United States dollar,Bash/Shell (all shells);C#;PowerShell;SQL,Manufacturing,"1,000 to 4,999 employees"
18-24,Attended college but no degree,4,Argentina,ARS	Argentine peso,C#;GDScript;HTML/CSS;JavaScript;SQL,Software Development,10 to 19 employees
35-44,Bachelor’s degree,6,USA,USD	United States dollar,Python;SQL,Banking/Financial Services,"10,000 or more employees"
35-44,Master’s degree,17,USA,USD	United States dollar,Java;SQL,Fintech,"1,000 to 4,999 employees"
25-34,Attended college but no degree,10,USA,USD	United States dollar,Bash/Shell (all shells);C#;Cobol;F#;HTML/CSS;JavaScript;Lua;SQL;TypeScript,Insurance,500 to 999 employees
45-54,Bachelor’s degree,33,USA,USD	United States dollar,C#;Java;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),Insurance,100 to 499 employees
25-34,Bachelor’s degree,12,Mexico,MXN	Mexican peso,HTML/CSS;Java;JavaScript;TypeScript,Software Development,500 to 999 employees
25-34,Master’s degree,10,USA,USD	United States dollar,Clojure;HTML/CSS;JavaScript;Python;TypeScript,Software Development,10 to 19 employees
18-24,Bachelor’s degree,4,Canada,USD	United States dollar,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;Rust;SQL,"Transportation, or Supply Chain",10 to 19 employees
35-44,Professional degree,30,Ireland,EUR European Euro,C;Clojure;Go;Java;JavaScript;Julia;Lisp;Python;Rust;SQL,Higher Education,"1,000 to 4,999 employees"
35-44,Master’s degree,18,USA,USD	United States dollar,C#;Python,Software Development,100 to 499 employees
35-44,Master’s degree,18,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Java;JavaScript;MicroPython;Python;Rust;SQL;Zig,"Transportation, or Supply Chain",100 to 499 employees
25-34,Bachelor’s degree,14,USA,USD	United States dollar,C#;Dart;HTML/CSS;Python;Rust;TypeScript,Fintech,100 to 499 employees
25-34,Bachelor’s degree,14,Canada,CAD	Canadian dollar,Dart;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust,Fintech,100 to 499 employees
25-34,Bachelor’s degree,11,Poland,PLN	Polish zloty,C#;Java;SQL,Media & Advertising Services,10 to 19 employees
45-54,Professional degree,40,Sweden,SEK	Swedish krona,Dart;Java,Higher Education,100 to 499 employees
25-34,Master’s degree,10,USA,USD	United States dollar,Bash/Shell (all shells);Go;Java;JavaScript;Python;SQL,Banking/Financial Services,"10,000 or more employees"
35-44,Associate degree,4,USA,USD	United States dollar,HTML/CSS;Java;JavaScript;SQL,Government,"10,000 or more employees"
18-24,Bachelor’s degree,5,USA,USD	United States dollar,Bash/Shell (all shells);C#;C++;Python;SQL,Fintech,20 to 99 employees
65+,Master’s degree,50+,USA,USD	United States dollar,Bash/Shell (all shells);JavaScript;PowerShell;Scala;SQL,Software Development,"1,000 to 4,999 employees"
45-54,Bachelor’s degree,25,USA,USD	United States dollar,Python;SQL,Energy,"1,000 to 4,999 employees"
18-24,Bachelor’s degree,7,Greece,EUR European Euro,C;Dart;Python;TypeScript,Software Development,2 to 9 employees
55-64,Attended college but no degree,30,USA,USD	United States dollar,C#;HTML/CSS;JavaScript;SQL;VBA,Energy,"5,000 to 9,999 employees"
25-34,Master’s degree,16,Germany,EUR European Euro,C;C++;Dart;Kotlin;MicroPython;PHP;Python;Rust;SQL,"Transportation, or Supply Chain",2 to 9 employees
25-34,Attended college but no degree,10,Germany,EUR European Euro,Java;JavaScript;TypeScript,Banking/Financial Services,"1,000 to 4,999 employees"
25-34,Attended college but no degree,14,USA,USD	United States dollar,C#;Java,Software Development,10 to 19 employees
35-44,Bachelor’s degree,11,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);Java;PowerShell;Python;R;SQL;VBA,Software Development,Self-employed
18-24,Secondary school,6,USA,USD	United States dollar,Bash/Shell (all shells);C++;JavaScript;Lua;Rust,Software Development,"1,000 to 4,999 employees"
25-34,Attended college but no degree,13,USA,USD	United States dollar,Bash/Shell (all shells);Java;JavaScript;Python,"Transportation, or Supply Chain",100 to 499 employees
25-34,Secondary school,7,Italy,EUR European Euro,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;SQL,Retail and Consumer Services,100 to 499 employees
55-64,Master’s degree,30,USA,USD	United States dollar,C#;JavaScript,Higher Education,100 to 499 employees
25-34,Bachelor’s degree,13,Peru,PEN	Peruvian sol,C#;HTML/CSS;JavaScript;SQL;TypeScript,Software Development,20 to 99 employees
25-34,Master’s degree,4,Uzbekistan,UZS	Uzbekistani som,HTML/CSS;JavaScript;TypeScript,Software Development,10 to 19 employees
25-34,Bachelor’s degree,7,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Fintech,20 to 99 employees
25-34,Master’s degree,5,Canada,CAD	Canadian dollar,Bash/Shell (all shells);Java;JavaScript;Python;SQL,Software Development,20 to 99 employees
25-34,Bachelor’s degree,16,Netherlands,EUR European Euro,Go;Java;Kotlin;Lua;Python,Retail and Consumer Services,20 to 99 employees
25-34,Bachelor’s degree,15,USA,USD	United States dollar,Bash/Shell (all shells);Python,Computer Systems Design and Services,2 to 9 employees
35-44,Bachelor’s degree,12,USA,USD	United States dollar,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL,Healthcare,"10,000 or more employees"
18-24,Bachelor’s degree,5,USA,USD	United States dollar,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,Government,"10,000 or more employees"
18-24,Attended college but no degree,4,Ukraine,UAH	Ukrainian hryvnia,C;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift,Software Development,500 to 999 employees
18-24,Secondary school,10,Italy,EUR European Euro,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,Software Development,2 to 9 employees
45-54,Bachelor’s degree,25,Germany,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL,Software Development,100 to 499 employees
35-44,Master’s degree,9,Ukraine,USD	United States dollar,Go;HTML/CSS;JavaScript;TypeScript,"Internet, Telecomm or Information Services",100 to 499 employees
35-44,Master’s degree,10,USA,USD	United States dollar,JavaScript;TypeScript,Software Development,20 to 99 employees
45-54,Bachelor’s degree,35,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);Go;JavaScript;Perl,Fintech,10 to 19 employees
55-64,Professional degree,48,Australia,AUD	Australian dollar,Groovy;Java,Software Development,20 to 99 employees
35-44,Attended college but no degree,16,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,Insurance,"1,000 to 4,999 employees"
25-34,Bachelor’s degree,10,Canada,CAD	Canadian dollar,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL,Software Development,20 to 99 employees
25-34,Master’s degree,12,USA,USD	United States dollar,C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript;VBA,Software Development,100 to 499 employees
25-34,Master’s degree,15,New Zealand,NZD	New Zealand dollar,Bash/Shell (all shells);Python,Higher Education,10 to 19 employees
25-34,Bachelor’s degree,8,Japan,JPY	Japanese yen,Scala,Fintech,2 to 9 employees
25-34,Master’s degree,17,Belarus,BYN	Belarusian ruble,Assembly;C;C#;C++;Delphi;HTML/CSS;JavaScript,Software Development,20 to 99 employees
45-54,Master’s degree,42,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Government,100 to 499 employees
45-54,Bachelor’s degree,35,Brazil,BRL	Brazilian real,PowerShell;Python;R,Government,"1,000 to 4,999 employees"
18-24,Secondary school,9,Poland,PLN	Polish zloty,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;JavaScript;MATLAB;MicroPython;Python;R;SQL;TypeScript,Healthcare,100 to 499 employees
35-44,Master’s degree,18,Sri Lanka,LKR	Sri Lankan rupee,Bash/Shell (all shells);C#;Java;JavaScript;PHP;Prolog;Python;SQL;TypeScript;Visual Basic (.Net),Software Development,10 to 19 employees
25-34,Bachelor’s degree,12,USA,USD	United States dollar,Bash/Shell (all shells);Dart;JavaScript;TypeScript,Software Development,"10,000 or more employees"
18-24,Bachelor’s degree,10,USA,USD	United States dollar,Python;Rust;SQL,Insurance,"10,000 or more employees"
25-34,Bachelor’s degree,15,USA,USD	United States dollar,Bash/Shell (all shells);Go;Java;JavaScript;SQL;TypeScript,Computer Systems Design and Services,"10,000 or more employees"
35-44,Bachelor’s degree,17,Australia,AUD	Australian dollar,HTML/CSS;OCaml;Python;Rust;TypeScript,Media & Advertising Services,20 to 99 employees
55-64,Bachelor’s degree,41,USA,USD	United States dollar,C++,Software Development,20 to 99 employees
35-44,Master’s degree,23,Australia,AUD	Australian dollar,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;Swift;TypeScript,Retail and Consumer Services,20 to 99 employees
25-34,Bachelor’s degree,14,Russian Federation,RUB	Russian ruble,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Software Development,500 to 999 employees
45-54,Bachelor’s degree,39,USA,USD	United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;SQL,Energy,100 to 499 employees
35-44,Master’s degree,9,Australia,AUD	Australian dollar,Ruby,Software Development,2 to 9 employees
35-44,Bachelor’s degree,23,Brazil,BRL	Brazilian real,Go;HTML/CSS;JavaScript;Ruby;TypeScript,Manufacturing,100 to 499 employees
35-44,Master’s degree,28,Romania,EUR European Euro,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;Python,Software Development,"1,000 to 4,999 employees"
35-44,Bachelor’s degree,17,Mongolia,MNT	Mongolian tugrik,HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL;TypeScript,Fintech,10 to 19 employees
35-44,Bachelor’s degree,14,South Korea,KRW	South Korean won,Bash/Shell (all shells);Go;SQL,Software Development,100 to 499 employees
25-34,Master’s degree,12,Canada,CAD	Canadian dollar,Bash/Shell (all shells);C;C#;C++;Python;R;SQL,Government,2 to 9 employees
18-24,Bachelor’s degree,6,USA,USD	United States dollar,HTML/CSS;JavaScript;Python;TypeScript,Higher Education,20 to 99 employees
45-54,Attended college but no degree,37,Canada,CAD	Canadian dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,"Transportation, or Supply Chain",20 to 99 employees
18-24,Bachelor’s degree,18,Norway,USD	United States dollar,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,"Internet, Telecomm or Information Services",20 to 99 employees
25-34,Master’s degree,7,Taiwan,TWD	New Taiwan dollar,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript,Software Development,20 to 99 employees
25-34,Attended college but no degree,3,Argentina,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Banking/Financial Services,100 to 499 employees
25-34,Master’s degree,3,Hong Kong (S.A.R.),HKD	Hong Kong dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Software Development,20 to 99 employees
25-34,Bachelor’s degree,9,Viet Nam,VND	Vietnamese dong,HTML/CSS;Java;JavaScript;Rust,Government,20 to 99 employees
18-24,Bachelor’s degree,5,Nepal,NPR	Nepalese rupee,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Fintech,2 to 9 employees
25-34,Bachelor’s degree,7,China,CNY	Chinese Yuan Renminbi,C;C++;HTML/CSS;Java;SQL,"Internet, Telecomm or Information Services",10 to 19 employees
55-64,Professional degree,35,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Python;SQL,Higher Education,"1,000 to 4,999 employees"
18-24,Attended college but no degree,9,USA,USD	United States dollar,Bash/Shell (all shells);C;C++;JavaScript;Python;Rust;SQL;TypeScript,Software Development,100 to 499 employees
18-24,Attended college but no degree,8,USA,USD	United States dollar,C;C++;Dart;Kotlin;Rust,Computer Systems Design and Services,10 to 19 employees
18-24,Attended college but no degree,6,UK and Northern Ireland,GBP	Pound sterling,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;MicroPython;Python;Rust;SQL;TypeScript,Software Development,Self-employed
35-44,Master’s degree,20,China,CNY	Chinese Yuan Renminbi,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,Media & Advertising Services,100 to 499 employees
35-44,Bachelor’s degree,23,USA,USD	United States dollar,Bash/Shell (all shells);C#;Elixir;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Healthcare,100 to 499 employees
35-44,Associate degree,32,Canada,CAD	Canadian dollar,Bash/Shell (all shells);C#;JavaScript;PHP;Python;SQL,Software Development,"1,000 to 4,999 employees"
35-44,Bachelor’s degree,22,Singapore,SGD	Singapore dollar,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Objective-C;PowerShell;SQL;Swift;VBA,Banking/Financial Services,500 to 999 employees
45-54,Professional degree,41,USA,USD	United States dollar,C++;HTML/CSS;Python;TypeScript,"Transportation, or Supply Chain","1,000 to 4,999 employees"
45-54,Bachelor’s degree,21,USA,USD	United States dollar,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Fintech,100 to 499 employees
18-24,Bachelor’s degree,10,USA,USD	United States dollar,Bash/Shell (all shells);HTML/CSS;Ruby;SQL;TypeScript,Banking/Financial Services,"10,000 or more employees"
25-34,Master’s degree,7,USA,USD	United States dollar,GDScript;HTML/CSS;JavaScript;Python;SQL;VBA;Visual Basic (.Net),Banking/Financial Services,100 to 499 employees
45-54,Bachelor’s degree,35,Malaysia,SGD	Singapore dollar,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PHP;Rust;SQL;Swift;TypeScript,Fintech,100 to 499 employees
25-34,Bachelor’s degree,10,Malaysia,MYR	Malaysian ringgit,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Manufacturing,2 to 9 employees
25-34,Bachelor’s degree,10,Australia,AUD	Australian dollar,C#;SQL,"Transportation, or Supply Chain","10,000 or more employees"
35-44,Master’s degree,18,Sri Lanka,LKR	Sri Lankan rupee,C#;Java;JavaScript;PHP;SQL;Swift;TypeScript,Computer Systems Design and Services,20 to 99 employees
25-34,Bachelor’s degree,9,Mexico,MXN	Mexican peso,C#;HTML/CSS;JavaScript;PHP;Ruby,Software Development,20 to 99 employees
25-34,Bachelor’s degree,11,Honduras,USD	United States dollar,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Software Development,Self-employed
35-44,Master’s degree,20,Germany,EUR European Euro,Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL,Computer Systems Design and Services,20 to 99 employees
18-24,Bachelor’s degree,2,India,INR	Indian rupee,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Software Development,2 to 9 employees
25-34,Bachelor’s degree,10,USA,USD	United States dollar,Bash/Shell (all shells);Python;Scala;SQL;TypeScript,Software Development,"5,000 to 9,999 employees"
25-34,Bachelor’s degree,10,India,INR	Indian rupee,HTML/CSS;JavaScript;PHP;Python;SQL,Higher Education,10 to 19 employees
25-34,Bachelor’s degree,13,Bangladesh,BDT	Bangladeshi taka,Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,Energy,100 to 499 employees
18-24,Attended college but no degree,14,Brazil,EUR European Euro,Bash/Shell (all shells);C#;Clojure;Crystal;Go;Groovy;Java;JavaScript;Julia;Kotlin;Lua;Nim;OCaml;Python;Ruby;Rust;Scala;SQL;Zig,Healthcare,500 to 999 employees
25-34,Bachelor’s degree,8,USA,USD	United States dollar,C++;SQL,Fintech,"10,000 or more employees"
25-34,Master’s degree,10,Bangladesh,BDT	Bangladeshi taka,C;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,Software Development,100 to 499 employees
18-24,Secondary school,7,Germany,EUR European Euro,Assembly;C;C#;Haskell;HTML/CSS;Java;JavaScript;TypeScript,Manufacturing,"1,000 to 4,999 employees"
18-24,Bachelor’s degree,5,Indonesia,IDR	Indonesian rupiah,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,Software Development,20 to 99 employees
25-34,Bachelor’s degree,10,Bangladesh,BDT	Bangladeshi taka,JavaScript,Software Development,100 to 499 employees
25-34,Bachelor’s degree,10,India,INR	Indian rupee,Assembly;Bash/Shell (all shells);C;C++;Elixir;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;Scala;TypeScript;Zig,Software Development,2 to 9 employees
